Units,Simplified,Name,Header,Confidence,Path,File
(dimensionless),(dimensionless),Tan delta,Tan delta,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S13_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S14_Prasad_2018.xml
(dimensionless),(dimensionless),Real permittivity,Real permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S14_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S14_Prasad_2018.xml
(dimensionless),(dimensionless),Imaginary permittivity,Imaginary permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S14_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S14_Prasad_2018.xml
(dimensionless),(dimensionless),Tan delta,Tan delta,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S14_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S15_Prasad_2018.xml
(dimensionless),(dimensionless),Real permittivity,Real permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S15_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S15_Prasad_2018.xml
(dimensionless),(dimensionless),Imaginary permittivity,Imaginary permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S15_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S15_Prasad_2018.xml
(dimensionless),(dimensionless),Tan delta,Tan delta,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S15_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S16_Prasad_2018.xml
(dimensionless),(dimensionless),Real permittivity,Real permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S16_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S16_Prasad_2018.xml
(dimensionless),(dimensionless),Imaginary permittivity,Imaginary permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S16_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S16_Prasad_2018.xml
(dimensionless),(dimensionless),Tan delta,Tan delta,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S16_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S17_Prasad_2018.xml
(dimensionless),(dimensionless),Real permittivity,Real permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S17_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S17_Prasad_2018.xml
(dimensionless),(dimensionless),Imaginary permittivity,Imaginary permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S17_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S17_Prasad_2018.xml
(dimensionless),(dimensionless),Tan delta,Tan delta,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S17_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S18_Prasad_2018.xml
(dimensionless),(dimensionless),Real permittivity,Real permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S18_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S18_Prasad_2018.xml
(dimensionless),(dimensionless),Imaginary permittivity,Imaginary permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S18_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S18_Prasad_2018.xml
(dimensionless),(dimensionless),Tan delta,Tan delta,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S18_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Real permittivity,Real permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Imaginary permittivity,Imaginary permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Tan delta,Tan delta,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Real permittivity,Real permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Imaginary permittivity,Imaginary permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Tan delta,Tan delta,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Real permittivity,Real permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Imaginary permittivity,Imaginary permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Tan delta,Tan delta,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Real permittivity,Real permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Imaginary permittivity,Imaginary permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Tan delta,Tan delta,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Real permittivity,Real permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Imaginary permittivity,Imaginary permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Tan delta,Tan delta,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Real permittivity,Real permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Imaginary permittivity,Imaginary permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Tan delta,Tan delta,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Real permittivity,Real permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Imaginary permittivity,Imaginary permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Tan delta,Tan delta,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Real permittivity,Real permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Imaginary permittivity,Imaginary permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Tan delta,Tan delta,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Real permittivity,Real permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Imaginary permittivity,Imaginary permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Tan delta,Tan delta,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Real permittivity,Real permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Imaginary permittivity,Imaginary permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
(dimensionless),(dimensionless),Tan delta,Tan delta,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S1_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S21_Prasad_2018.xml
(dimensionless),(dimensionless),Real permittivity,Real permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S21_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S21_Prasad_2018.xml
(dimensionless),(dimensionless),Imaginary permittivity,Imaginary permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S21_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S21_Prasad_2018.xml
(dimensionless),(dimensionless),Tan delta,Tan delta,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S21_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S26_Prasad_2018.xml
(dimensionless),(dimensionless),Real permittivity,Real permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S26_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S26_Prasad_2018.xml
(dimensionless),(dimensionless),Imaginary permittivity,Imaginary permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S26_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S26_Prasad_2018.xml
(dimensionless),(dimensionless),Tan delta,Tan delta,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S26_Prasad_2018.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Thermal/DSC_Profile/data,/Users/jafac/xmlALL\xmlFULL\E116_S26_Prasad_2018.xml
mw,mw,Heat Flow,Heat Flow (mW),1,PROPERTIES/Thermal/DSC_Profile/data,/Users/jafac/xmlALL\xmlFULL\E116_S26_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S27_Prasad_2018.xml
(dimensionless),(dimensionless),Real permittivity,Real permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S27_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S27_Prasad_2018.xml
(dimensionless),(dimensionless),Imaginary permittivity,Imaginary permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S27_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S27_Prasad_2018.xml
(dimensionless),(dimensionless),Tan delta,Tan delta,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S27_Prasad_2018.xml
celsius,celsius,Temperature,Temperature (Celsius),1,PROPERTIES/Thermal/DSC_Profile/data,/Users/jafac/xmlALL\xmlFULL\E116_S27_Prasad_2018.xml
mw,mw,Heat Flow,Heat Flow (mW),1,PROPERTIES/Thermal/DSC_Profile/data,/Users/jafac/xmlALL\xmlFULL\E116_S27_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S28_Prasad_2018.xml
(dimensionless),(dimensionless),Real permittivity,Real permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S28_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S28_Prasad_2018.xml
(dimensionless),(dimensionless),Imaginary permittivity,Imaginary permittivity,0,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,/Users/jafac/xmlALL\xmlFULL\E116_S28_Prasad_2018.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,/Users/jafac/xmlALL\xmlFULL\E116_S28_Prasad_2018.xml
