file,xPath,yRaw_header,yName,stdYName
L137_S16_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric Constant,Dielectric Constant,Dielectric Real Permittivity
L137_S16_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Loss tangent,Loss tangent,
L137_S17_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric Constant,Dielectric Constant,Dielectric Real Permittivity
L137_S17_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Loss tangent,Loss tangent,
L137_S18_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric Constant,Dielectric Constant,Dielectric Real Permittivity
L137_S18_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Loss tangent,Loss tangent,
L137_S19_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric Constant,Dielectric Constant,Dielectric Real Permittivity
L137_S19_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Loss tangent,Loss tangent,
L137_S1_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric Constant,Dielectric Constant,Dielectric Real Permittivity
L137_S1_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Loss tangent,Loss tangent,
L137_S20_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric Constant,Dielectric Constant,Dielectric Real Permittivity
L137_S20_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Loss tangent,Loss tangent,
L137_S21_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric Constant,Dielectric Constant,Dielectric Real Permittivity
L137_S21_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Loss tangent,Loss tangent,
L137_S2_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric Constant,Dielectric Constant,Dielectric Real Permittivity
L137_S2_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Loss tangent,Loss tangent,
L137_S3_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric Constant,Dielectric Constant,Dielectric Real Permittivity
L137_S3_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Loss tangent,Loss tangent,
L137_S4_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric Constant,Dielectric Constant,Dielectric Real Permittivity
L137_S4_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Loss tangent,Loss tangent,
L137_S5_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric Constant,Dielectric Constant,Dielectric Real Permittivity
L137_S5_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Loss tangent,Loss tangent,
L137_S6_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric Constant,Dielectric Constant,Dielectric Real Permittivity
L137_S6_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Loss tangent,Loss tangent,
L137_S7_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric Constant,Dielectric Constant,Dielectric Real Permittivity
L137_S7_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Loss tangent,Loss tangent,
L137_S8_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric Constant,Dielectric Constant,Dielectric Real Permittivity
L137_S8_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Loss tangent,Loss tangent,
L137_S9_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric Constant,Dielectric Constant,Dielectric Real Permittivity
L137_S9_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Loss tangent,Loss tangent,
L138_S1_Zikry_2007.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,dielectric constant,dielectric constant,Dielectric Real Permittivity
L138_S1_Zikry_2007.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,dielectric loss,dielectric loss,Dielectric Loss Permittivity
L138_S2_Zikry_2007.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,dielectric constant,dielectric constant,Dielectric Real Permittivity
L138_S2_Zikry_2007.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,dielectric loss,dielectric loss,Dielectric Loss Permittivity
L138_S3_Zikry_2007.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,dielectric constant,dielectric constant,Dielectric Real Permittivity
L138_S3_Zikry_2007.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,dielectric loss,dielectric loss,Dielectric Loss Permittivity
L138_S4_Zikry_2007.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric constant,Dielectric constant,Dielectric Real Permittivity
L138_S4_Zikry_2007.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,dielectric tangent,dielectric tangent,Dielectric Loss Permittivity
L138_S5_Zikry_2007.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,dielectric constant,dielectric constant,Dielectric Real Permittivity
L138_S5_Zikry_2007.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,dielectric loss,dielectric loss,Dielectric Loss Permittivity
L138_S6_Zikry_2007.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,dielectric constant,dielectric constant,Dielectric Real Permittivity
L138_S6_Zikry_2007.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,dielectric loss,dielectric loss,Dielectric Loss Permittivity
L140_S10_Gao_2012.xml,PROPERTIES/Mechanical/Tensile/LoadingProfile,Stress (MPa),Stress,
L140_S11_Gao_2012.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,Storage modulus (GPa),Storage modulus,Storage Modulus
L140_S11_Gao_2012.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,Loss modulus (GPa),Loss modulus,Loss Modulus
L140_S11_Gao_2012.xml,PROPERTIES/Mechanical/Tensile/LoadingProfile,Stress (MPa),Stress,
L140_S1_Gao_2012.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,Storage modulus (GPa),Storage modulus,Storage Modulus
L140_S1_Gao_2012.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,Loss modulus (GPa),Loss modulus,Loss Modulus
L140_S1_Gao_2012.xml,PROPERTIES/Mechanical/Tensile/LoadingProfile,Stress (MPa),Stress,
L140_S2_Gao_2012.xml,PROPERTIES/Mechanical/Tensile/LoadingProfile,Stress (MPa),Stress,
L140_S3_Gao_2012.xml,PROPERTIES/Mechanical/Tensile/LoadingProfile,Stress (MPa),Stress,
L140_S4_Gao_2012.xml,PROPERTIES/Mechanical/Tensile/LoadingProfile,Stress (MPa),Stress,
L140_S6_Gao_2012.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,Storage modulus (GPa),Storage modulus,Storage Modulus
L140_S6_Gao_2012.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,Loss modulus (GPa),Loss modulus,Loss Modulus
L140_S6_Gao_2012.xml,PROPERTIES/Mechanical/Tensile/LoadingProfile,Stress (MPa),Stress,
L140_S7_Gao_2012.xml,PROPERTIES/Mechanical/Tensile/LoadingProfile,Stress (MPa),Stress,
L140_S8_Gao_2012.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,Storage modulus (GPa),Storage modulus,Storage Modulus
L140_S8_Gao_2012.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,Loss modulus (GPa),Loss modulus,Loss Modulus
L140_S8_Gao_2012.xml,PROPERTIES/Mechanical/Tensile/LoadingProfile,Stress (MPa),Stress,
L140_S9_Gao_2012.xml,PROPERTIES/Mechanical/Tensile/LoadingProfile,Stress (MPa),Stress,
L142_S1_Gao_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric Permittivity,Dielectric Permittivity,Dielectric Real Permittivity
L142_S1_Gao_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,Dielectric Loss,Dielectric Loss,Dielectric Loss Permittivity
L142_S1_Gao_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Loss Tangent,Loss Tangent,
L142_S1_Gao_2014.xml,PROPERTIES/Electrical/CurrentDensity/data,Current Density (A cm^(-2)),Current density,Current Density
L142_S2_Gao_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric Permittivity,Dielectric Permittivity,Dielectric Real Permittivity
L142_S2_Gao_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,Dielectric Loss,Dielectric Loss,Dielectric Loss Permittivity
L142_S2_Gao_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Dielectric Loss Tangent,Dielectric Loss Tangent,
L142_S2_Gao_2014.xml,PROPERTIES/Electrical/CurrentDensity/data,Current Density (A cm^(-2)),Current density,Current Density
L142_S3_Gao_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric Permittivity,Dielectric Permittivity,Dielectric Real Permittivity
L142_S3_Gao_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,Dielectric Loss,Dielectric Loss,Dielectric Loss Permittivity
L142_S3_Gao_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Dielectric Loss Tangent,Dielectric Loss Tangent,
L142_S3_Gao_2014.xml,PROPERTIES/Electrical/CurrentDensity/data,Current Density (A cm^(-2)),Current density,Current Density
L143_S1_Hui_2013.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Permittivity,Permittivity,Dielectric Real Permittivity
L143_S1_Hui_2013.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,Permittivity,Permittivity,Dielectric Loss Permittivity
L143_S2_Hui_2013.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Permittivity,Permittivity,Dielectric Real Permittivity
L143_S2_Hui_2013.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,Permittivity,Permittivity,Dielectric Loss Permittivity
L143_S3_Hui_2013.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Permittivity,Permittivity,Dielectric Real Permittivity
L143_S3_Hui_2013.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,Permittivity,Permittivity,Dielectric Loss Permittivity
L143_S3_Hui_2013.xml,PROPERTIES/Electrical/DielectricBreakdownStrength/WeibullPlot/data,4.74575844644,4.74575844644,
L143_S4_Hui_2013.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Permittivity,Permittivity,Dielectric Real Permittivity
L143_S4_Hui_2013.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,Permittivity,Permittivity,Dielectric Loss Permittivity
L143_S5_Hui_2013.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Permittivity,Permittivity,Dielectric Real Permittivity
L143_S5_Hui_2013.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,Permittivity,Permittivity,Dielectric Loss Permittivity
L143_S5_Hui_2013.xml,PROPERTIES/Volumetric/WaterAbsorption/data,0.0110971337711,0.0110971337711,
L143_S6_Hui_2013.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Permittivity,Permittivity,Dielectric Real Permittivity
L143_S6_Hui_2013.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,Permittivity,Permittivity,Dielectric Loss Permittivity
L143_S6_Hui_2013.xml,PROPERTIES/Electrical/DielectricBreakdownStrength/WeibullPlot/data,3.17821193254,3.17821193254,
L143_S6_Hui_2013.xml,PROPERTIES/Volumetric/WaterAbsorption/data,0.105896797,0.105896797,
L144_S1_Rungta_2012.xml,PROPERTIES/Mechanical/Tensile/TensileModulus/data,Storage Modulus (Pa),Storage modulus,
L144_S1_Rungta_2012.xml,PROPERTIES/Mechanical/Tensile/TensileModulus/data,Storage Modulus (Pa),Storage modulus,
L144_S1_Rungta_2012.xml,PROPERTIES/Mechanical/Tensile/TensileModulus/data,Reduced Modulus (GPa),Reduced modulus,
L144_S1_Rungta_2012.xml,PROPERTIES/Mechanical/Tensile/TensileModulus/data,Reduced Modulus (Gpa),Reduced modulus,
L148_S1_Virtanen_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Real component of permittivity,Real component of permittivity,Dielectric Real Permittivity
L148_S1_Virtanen_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,Loss component,Loss component,Dielectric Loss Permittivity
L148_S2_Virtanen_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Real component of permittivity,Real component of permittivity,Dielectric Real Permittivity
L148_S2_Virtanen_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,Loss component,Loss component,Dielectric Loss Permittivity
L148_S3_Virtanen_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Real component of permittivity,Real component of permittivity,Dielectric Real Permittivity
L148_S3_Virtanen_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,Loss component,Loss component,Dielectric Loss Permittivity
L148_S4_Virtanen_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Real component of permittivity,Real component of permittivity,Dielectric Real Permittivity
L148_S4_Virtanen_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,Loss component,Loss component,Dielectric Loss Permittivity
L148_S5_Virtanen_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Real component of permittivity,Real component of permittivity,Dielectric Real Permittivity
L148_S5_Virtanen_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,Loss component,Loss component,Dielectric Loss Permittivity
L149_S12_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric constant,Dielectric constant,Dielectric Real Permittivity
L149_S12_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Dissipation factor,Dissipation factor,
L149_S13_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric constant,Dielectric constant,Dielectric Real Permittivity
L149_S13_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Dissipation factor,Dissipation factor,
L149_S1_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric constant,Dielectric constant,Dielectric Real Permittivity
L149_S1_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Loss factor,Loss factor,
L149_S1_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric constant,Dielectric constant,Dielectric Real Permittivity
L149_S1_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Dissipation factor,Dissipation factor,
L149_S1_Wang_2012.xml,PROPERTIES/Electrical/DielectricBreakdownStrength/WeibullPlot/data,Probability of failure (%),Probability of failure,
L149_S2_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric constant,Dielectric constant,Dielectric Real Permittivity
L149_S2_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Dissipation factor,Dissipation factor,
L149_S3_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric constant,Dielectric constant,Dielectric Real Permittivity
L149_S3_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Loss factor,Loss factor,
L149_S3_Wang_2012.xml,PROPERTIES/Electrical/DielectricBreakdownStrength/WeibullPlot/data,Probability of failure (%),Probability of failure,
L149_S4_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric constant,Dielectric constant,Dielectric Real Permittivity
L149_S4_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Loss factor,Loss factor,
L149_S4_Wang_2012.xml,PROPERTIES/Electrical/DielectricBreakdownStrength/WeibullPlot/data,Probability of failure (%),Probability of failure,
L149_S5_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric constant,Dielectric constant,Dielectric Real Permittivity
L149_S5_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Dissipation factor,Dissipation factor,
L149_S6_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric constant,Dielectric constant,Dielectric Real Permittivity
L149_S6_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Loss factor,Loss factor,
L149_S6_Wang_2012.xml,PROPERTIES/Electrical/DielectricBreakdownStrength/WeibullPlot/data,Probability of failure (%),Probability of failure,
L149_S7_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric constant,Dielectric constant,Dielectric Real Permittivity
L149_S7_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Loss factor,Loss factor,
L149_S7_Wang_2012.xml,PROPERTIES/Electrical/DielectricBreakdownStrength/WeibullPlot/data,Probability of failure (%),Probability of failure,
L149_S9_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,Dielectric constant,Dielectric constant,Dielectric Real Permittivity
L149_S9_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,Dissipation factor,Dissipation factor,
L149_S9_Wang_2012.xml,PROPERTIES/Electrical/DielectricBreakdownStrength/WeibullPlot/data,Probability of failure (%),Probability of failure,
L150_S1_Akcora_2009.xml,CHARACTERIZATION/XRay_Diffraction_and_Scattering/data,Intensity (cm^(-1)),Intensity,Intensity
L150_S1_Akcora_2009.xml,CHARACTERIZATION/XRay_Diffraction_and_Scattering/data/data,Intensity (cm^(-1)),Intensity,Intensity
L150_S2_Akcora_2009.xml,CHARACTERIZATION/XRay_Diffraction_and_Scattering/data,Intensity (cm^(-1)),Intensity,Intensity
L150_S2_Akcora_2009.xml,CHARACTERIZATION/XRay_Diffraction_and_Scattering/data/data,Intensity (cm^(-1)),Intensity,Intensity
L150_S3_Akcora_2009.xml,CHARACTERIZATION/XRay_Diffraction_and_Scattering/data,Intensity (cm^(-1)),Intensity,Intensity
L150_S3_Akcora_2009.xml,CHARACTERIZATION/XRay_Diffraction_and_Scattering/data/data,Intensity (cm^(-1)),Intensity,Intensity
L150_S4_Akcora_2009.xml,CHARACTERIZATION/XRay_Diffraction_and_Scattering/data,Intensity (cm^(-1)),Intensity,Intensity
L150_S4_Akcora_2009.xml,CHARACTERIZATION/XRay_Diffraction_and_Scattering/data/data,Intensity (cm^(-1)),Intensity,Intensity
L150_S5_Akcora_2009.xml,CHARACTERIZATION/XRay_Diffraction_and_Scattering/data,Intensity (cm^(-1)),Intensity,Intensity
L150_S5_Akcora_2009.xml,CHARACTERIZATION/XRay_Diffraction_and_Scattering/data/data,Intensity (cm^(-1)),Intensity,Intensity
L150_S6_Akcora_2009.xml,CHARACTERIZATION/XRay_Diffraction_and_Scattering/data,Intensity (cm^(-1)),Intensity,Intensity
L150_S6_Akcora_2009.xml,CHARACTERIZATION/XRay_Diffraction_and_Scattering/data/data,Intensity (cm^(-1)),Intensity,Intensity
L150_S7_Akcora_2009.xml,PROPERTIES/Mechanical/Shear/LoadingProfile,Shear stress (Pa),Shear stress,
L150_S7_Akcora_2009.xml,PROPERTIES/Mechanical/Shear/LoadingProfile,Shear stress (Pa),Shear stress,
L150_S8_Akcora_2009.xml,PROPERTIES/Mechanical/Shear/LoadingProfile,Shear stress (Pa),Shear stress,
L150_S8_Akcora_2009.xml,PROPERTIES/Mechanical/Shear/LoadingProfile,Shear stress (Pa),Shear stress,
L150_S8_Akcora_2009.xml,PROPERTIES/Mechanical/Shear/LoadingProfile,Shear stress (Pa),Shear stress,
L151_S10_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,shear stress (Pa),shear stress,Shear Stress
L151_S10_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,storage modulus (Pa),storage modulus,Storage Modulus
L151_S10_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,loss modulus (Pa),loss modulus,Loss Modulus
L151_S1_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,shear stress (Pa),shear stress,Shear Stress
L151_S2_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,shear stress (Pa),shear stress,Shear Stress
L151_S2_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,storage modulus (Pa),storage modulus,Storage Modulus
L151_S2_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,loss modulus (Pa),loss modulus,Loss Modulus
L151_S3_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,shear stress (Pa),shear stress,Shear Stress
L151_S3_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,storage modulus (Pa),storage modulus,Storage Modulus
L151_S3_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,loss modulus (Pa),loss modulus,Loss Modulus
L151_S4_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,shear stress (Pa),shear stress,Shear Stress
L151_S4_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,storage modulus (Pa),storage modulus,Storage Modulus
L151_S4_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,loss modulus (Pa),loss modulus,Loss Modulus
L151_S5_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,shear stress (Pa),shear stress,Shear Stress
L151_S5_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,storage modulus (Pa),storage modulus,Storage Modulus
L151_S5_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,loss modulus (Pa),loss modulus,Loss Modulus
L151_S6_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,shear stress (Pa),shear stress,Shear Stress
L151_S7_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,shear stress (Pa),shear stress,Shear Stress
L151_S7_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,storage modulus (Pa),storage modulus,Storage Modulus
L151_S7_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,loss modulus (Pa),loss modulus,Loss Modulus
L151_S8_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,shear stress (Pa),shear stress,Shear Stress
L151_S8_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,storage modulus (Pa),storage modulus,Storage Modulus
L151_S8_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,loss modulus (Pa),loss modulus,Loss Modulus
L151_S9_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,shear stress (Pa),shear stress,Shear Stress
L151_S9_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,storage modulus (Pa),storage modulus,Storage Modulus
L151_S9_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,loss modulus (Pa),loss modulus,Loss Modulus
L152_S1_Chen_2011.xml,PROPERTIES/Mechanical/Compression/LoadingProfile,Stress (MPa),Stress,
L152_S1_Chen_2011.xml,PROPERTIES/Mechanical/Compression/LoadingProfile,Stress (MPa),Stress,
L152_S1_Chen_2011.xml,PROPERTIES/Mechanical/Compression/LoadingProfile,Stress (MPa),Stress,
L152_S1_Chen_2011.xml,PROPERTIES/Mechanical/Compression/LoadingProfile,Stress (MPa),Stress,
L152_S1_Chen_2011.xml,PROPERTIES/Mechanical/Compression/LoadingProfile,Stress (MPa),Stress,
L152_S2_Chen_2011.xml,PROPERTIES/Mechanical/Tensile/TensileModulus/data,Young's Modulus,Young's Modulus,Young's Modulus
L152_S2_Chen_2011.xml,PROPERTIES/Mechanical/Compression/CompressionModulus/data,Collapse Strength (MPa),Collapse strength,
L152_S2_Chen_2011.xml,PROPERTIES/Mechanical/Compression/LoadingProfile,Stress (MPa),Stress,
L152_S2_Chen_2011.xml,PROPERTIES/Mechanical/Compression/LoadingProfile,Stress (MPa),Stress,
