file,xPath,occurrence,xRaw_header,xName,stdXName,xUnit,stdXUnit,xUnitType,yRaw_header,yName,stdYName,yUnit,stdYUnit,yUnitType
L174_S10_Ramanathan_2008.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,9,temperature (Celsius),Temperature,Temperature,Celsius,,Temperature,tan delta,tan delta,Tan Delta,dimensionless,,Tan Delta
L174_S1_Ramanathan_2008.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,1,Temperature (Celsius),Temperature,Temperature,Celsius,,Temperature,tan delta,tan delta,Tan Delta,dimensionless,,Tan Delta
L174_S2_Ramanathan_2008.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,1,temperature (Celsius),Temperature,Temperature,Celsius,,Temperature,normalized tan delta,normalized tan delta,Normalized Tan Delta,dimensionless,,Normalized Tan Delta
L177_S4_Yang_2013.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,1,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,G' (Pa),G',Shear Storage Modulus,Pa,,Shear Storage Modulus
L177_S4_Yang_2013.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,1,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,G'' (Pa),"G""",Sheer Loss Modulus,Pa,,Sheer Loss Modulus
L179_S10_Ramanathan_2007.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,10,Temperature (C),Temperature,Temperature,Celsius,,Temperature,Tan delta,Tan delta,Tan Delta,,,Tan Delta
L179_S10_Ramanathan_2007.xml,PROPERTIES/Electrical/Impedance/data,10,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Real Impedance (Ohm),Real Impedance,,Ohm,,
L182_S1_Hoepfner_2017.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,7,Temperature (C ),Temperature,Temperature,Celsius,,Temperature,Tan delta,tan delta,Tan Delta,,,Tan Delta
L182_S1_Hoepfner_2017.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,134,Temperature (Celsius),Temperature,Temperature,Celsius,,Temperature,Storage Modulus (MPa),Storage Modulus,Storage Modulus,MPa,,Storage Modulus
L182_S1_Hoepfner_2017.xml,PROPERTIES/Electrical/ElectricConductivity/data,7,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Electrical conductivity (S/m),Electrical conductivity,Conductivity,S/m,,Conductivity
L185_S1_Ramanathan_2005.xml,PROPERTIES/Viscoelastic/DynamicProperties/DMA_mode/TemperatureSweep/condition/frequency/data,3,Temperature(C),Temperature,,C,,,Storage Modulus(MPa),Storage modulus,,MPa,,
L185_S1_Ramanathan_2005.xml,PROPERTIES/Viscoelastic/DynamicProperties/DMA_mode/TemperatureSweep/condition/frequency/data,3,Temperature(C),Temperature,,C,,,Tan(delta),Tan,,delta,,
L185_S1_Ramanathan_2005.xml,PROPERTIES/Electrical/ElectricConductivity/data,3,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,AC Electrical Impedance (Z),AC electrical impedance,,Z,,
L186_S2_Wakabayashi_2008.xml,CHARACTERIZATION/XRay_Diffraction_and_Scattering/data,1,Angle (2theta),Angle,Angle,2theta,,Angle,Linear Intensity (a.u. shifted),Linear intensity,,a.u. shifted,,
L186_S2_Wakabayashi_2008.xml,CHARACTERIZATION/XRay_Diffraction_and_Scattering/data/data,1,Angle (2theta),Angle,Angle,2theta,,Angle,Linear Intensity (a.u. shifted),Linear intensity,,a.u. shifted,,
L186_S3_Wakabayashi_2008.xml,CHARACTERIZATION/XRay_Diffraction_and_Scattering/data,1,Angle 2q (deg),Angle 2q,Angle,deg,,Angle,Linear Intensity (a.u. shifted),Linear intensity,,a.u. shifted,,
L186_S3_Wakabayashi_2008.xml,CHARACTERIZATION/XRay_Diffraction_and_Scattering/data/data,1,Angle 2q (deg),Angle 2q,Angle,deg,,Angle,Linear Intensity (a.u. shifted),Linear intensity,,a.u. shifted,,
L187_S1_Compton_2011.xml,PROPERTIES/Mechanical/Tensile/TensileModulus/data,2,Time (sec),Time,Time,sec,,Time,Modulus (GPa),Modulus,,GPa,,
L187_S1_Compton_2011.xml,PROPERTIES/Mechanical/Tensile/TensileModulus/data,4,Water Content (wt%),Water content,,wt%,,,Modulus (GPa),Modulus,,GPa,,
L187_S1_Compton_2011.xml,PROPERTIES/Mechanical/Tensile/FiberTensileStrength/data,2,Water content (wt%),Water content,,wt%,,,H-Bond Density (bonds/nm2),H-bond density,,bonds/nm2,,
L188_S1_Hu_2004.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,24,Temperature (Celsius),Temperature,Temperature,Celsius,,Temperature,Loss modulus (MPa),Loss modulus,Loss Modulus,MPa,,Loss Modulus
L188_S1_Hu_2004.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,231,Temperature (Celsius),Temperature,Temperature,Celsius,,Temperature,tan delta,tan delta,Tan Delta,,,Tan Delta
L190_S1_Putz_2008.xml,CHARACTERIZATION/Differential_Scanning_Calorimetry/data,1,Diamine fraction,Diamine fraction,,dimensionless,,,CRR length scale (nm),CRR length scale,,nm,,
L190_S1_Putz_2008.xml,CHARACTERIZATION/Differential_Scanning_Calorimetry/data/data,1,Diamine fraction,Diamine fraction,,dimensionless,,,CRR length scale (nm),CRR length scale,,nm,,
L190_S1_Putz_2008.xml,PROPERTIES/Thermal/SpecificHeatCapacity_Cp/data,1,Diamine fraction,Diamine fraction,,dimensionless,,,Cp (J/gK),Cp,,J/gK,,
L190_S2_Putz_2008.xml,PROCESSING/SolutionProcessing/ChooseParameter/Mixing/Temperature/data,2,Time (hours),Time,Time,hours,,Time,Temperature (Cel.),Temperature,Temperature,Cel.,,Temperature
L190_S2_Putz_2008.xml,PROPERTIES/Thermal/GlassTransitionTemperature/data,1,Diamine Fraction,Diamine Fraction,,dimensionless,,,Delta(Tg (Cel.)),Delta,,Tg (Cel.,,
L191_S1_Xie_2004.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,48,Temperature (Celsius),Temperature,Temperature,Celsius,,Temperature,Storage modulus (MPa),Storage modulus,Storage Modulus,MPa,,Storage Modulus
L191_S1_Xie_2004.xml,PROPERTIES/Mechanical/Tensile/LoadingProfile,1,Displacement (mm),Displacement,,mm,,,Tensile Strength (MPa),Tensile strength,,MPa,,
L191_S2_Xie_2004.xml,PROPERTIES/Mechanical/Tensile/LoadingProfile,3,Displacement (mm),Displacement,,mm,,,Tensile stress (MPa),Tensile stress,,MPa,,
L192_S1_Putz_2011.xml,CHARACTERIZATION/Thermogravimetric_Analysis/Data/data,5,Temperature (Cel.),Temperature,,Cel.,,,Normalized mass remaining (a.u.),Normalized mass remaining,,a.u.,,
L196_S1_Petersson_2006.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,5,Temperature ( C ),Temperature,Temperature,celsius,,Temperature,Log E' (Pa),Storage Modulus,Storage Modulus,Pa,,Storage Modulus
L197_S1_Pujari_2009.xml,PROPERTIES/Mechanical/Tensile/TensileModulus/data,1,MWNT wt%,Mwnt,,wt%,,,Conductivity (S/m),Conductivity,,S/m,,
L197_S2_Pujari_2009.xml,CHARACTERIZATION/Dynamic_Mechanical_Analysis/Data/data,2,MWNT wt%,Mwnt,,wt%,,,Solid State Elastic Modulus(Pa),Solid state elastic modulus,,Pa,,
L197_S2_Pujari_2009.xml,CHARACTERIZATION/Rheometery/data,3,Frequency (rad/s),Frequency,Frequency,rad/s,,Frequency,Viscoelasticity (Pa),Viscoelasticity,,Pa,,
L197_S2_Pujari_2009.xml,CHARACTERIZATION/Rheometery/data/data,3,Frequency (rad/s),Frequency,Frequency,rad/s,,Frequency,Viscoelasticity (Pa),Viscoelasticity,,Pa,,
L197_S3_Pujari_2009.xml,CHARACTERIZATION/Dynamic_Mechanical_Analysis/Data/data,6,Frequency (rad/s),Frequency,,rad/s,,,Storage Modulus (Pa),Storage modulus,,Pa,,
L197_S3_Pujari_2009.xml,PROPERTIES/Electrical/ElectricConductivity/data,1,Mixing Time (min),Mixing time,,min,,,Conductivity (S/m),Conductivity,Conductivity,S/m,,Conductivity
L197_S6_Pujari_2009.xml,CHARACTERIZATION/XRay_Diffraction_and_Scattering/Data/data,1,q(A^-1),Q,,A^-1,,,I(q)(cm^-1),I,,q)(cm^-1,,
L197_S7_Pujari_2009.xml,CHARACTERIZATION/Rheometery/data,3,Frequency(rad/s),Frequency,Frequency,rad/s,,Frequency,Viscoelasticity(Pa),Viscoelasticity,,Pa,,
L197_S7_Pujari_2009.xml,CHARACTERIZATION/Rheometery/data/data,3,Frequency(rad/s),Frequency,Frequency,rad/s,,Frequency,Viscoelasticity(Pa),Viscoelasticity,,Pa,,
L198_S1_Palmeri_2011.xml,PROPERTIES/Mechanical/Tensile/TensileModulus/data,1,CNF content(phr),CNF content,,phr,,,unidirectional modulus(GPa),Unidirectional modulus,,GPa,,
L198_S1_Palmeri_2011.xml,PROPERTIES/Mechanical/Tensile/FiberTensileStrength/data,4,CNF content(phr),CNF content,,phr,,,short beam strength(MPa),Short beam strength,,MPa,,
L198_S1_Palmeri_2011.xml,PROPERTIES/Electrical/ElectricConductivity/data,4,CNF content(phr),CNF content,,phr,,,transverse electrical conductivity(S/m),Transverse electrical conductivity,,S/m,,
L198_S1_Palmeri_2011.xml,PROPERTIES/Thermal/GlassTransitionTemperature/data,2,CNF content(phr),CNF content,,phr,,,Glass transition temperature(C),Glass transition temperature,,C,,
L198_S1_Palmeri_2011.xml,PROPERTIES/Mechanical/FractureToughness/EssentialWorkOfFracture/profile,4,CNF content(phr),CNF content,,phr,,,steady-state Gic(J/m2),Steady-state gic,,J/m2,,
L198_S1_Palmeri_2011.xml,PROPERTIES/Mechanical/FractureToughness/EssentialWorkOfFracture/profile,4,crack extension (mm),Crack extension,,mm,,,interlaminar fracture toughness (J/m2),Interlaminar fracture toughness,,J/m2,,
L198_S2_Palmeri_2011.xml,PROPERTIES/Mechanical/Tensile/TensileModulus/data,1,CNF content(phr),CNF content,,phr,,,quasi-isotropic modulus modulus(GPa),Quasi-isotropic modulus modulus,,GPa,,
L198_S3_Palmeri_2011.xml,PROPERTIES/Mechanical/Tensile/TensileModulus/data,2,CNF content(phr),CNF content,,phr,,,quasi-isotropic modulus(GPa),Quasi-isotropic modulus,,GPa,,
L198_S3_Palmeri_2011.xml,PROPERTIES/Mechanical/Tensile/FiberTensileStrength/data,2,CNF content(phr),CNF content,,phr,,,tensile strength(MPa),Tensile strength,,MPa,,
L198_S3_Palmeri_2011.xml,PROPERTIES/Mechanical/Compression/CompressionStressAtYield/data,2,CNF content(phr),CNF content,,phr,,,stress via extension slope(MPa),Stress via extension slope,,MPa,,
L198_S3_Palmeri_2011.xml,PROPERTIES/Mechanical/FractureToughness/EssentialWorkOfFracture/StrainRate/data,2,CNF content(phr),CNF content,,phr,,,strain to failure(%),Strain to failure,,%,,
L198_S3_Palmeri_2011.xml,PROPERTIES/Mechanical/Compression/LoadingProfile,2,CNF content(phr),CNF content,,phr,,,OHC strength(MPa),OHC strength,,MPa,,
L199_S1_Duncan_2010.xml,PROPERTIES/Mechanical/Shear/LoadingProfile,2,Aspect ratio (L/d),Aspect ratio,,L/d,,,Number of MWNT within grip region dissolved in THF,Number of MWNT within grip region dissolved in THF,,dimensionless,,
L199_S1_Duncan_2010.xml,PROPERTIES/Mechanical/Shear/LoadingProfile,2,Aspect ratio (L/d),Aspect ratio,,L/d,,,Number of MWNT along the fracture edge dissolved in THF,Number of MWNT along the fracture edge dissolved in THF,,dimensionless,,
L199_S1_Duncan_2010.xml,PROPERTIES/Mechanical/Shear/LoadingProfile,1,Aspect ratio (L/d),Aspect ratio,,L/d,,,Number of MWNT along the fracture for ARNT/PC,Number of mwnt along the fracture for arnt,,PC,,
L199_S2_Duncan_2010.xml,PROPERTIES/Mechanical/Shear/LoadingProfile,1,Aspect ratio (L/d),Aspect ratio,,L/d,,,Number of MWNT along the fracture for EPNT/PC,Number of mwnt along the fracture for epnt,,PC,,
L200_S1_Schoch_2008.xml,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,6,Temperature (C),Temperature,Temperature,Celsius,,Temperature,Storage Modulus (Pa),Storage Modulus,Storage Modulus,Pa,,Storage Modulus
L200_S1_Schoch_2008.xml,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossModulus/data,2,Temperature (C),Temperature,Temperature,Celsius,,Temperature,Loss Modulus (Pa),Loss Modulus,Loss Modulus,Pa,,Loss Modulus
L200_S5_Schoch_2008.xml,CHARACTERIZATION/XRay_Diffraction_and_Scattering/data,2,q (n/m),Q,,n/m,,,Intensity (A.U.),Intensity,Intensity,A.U.,,Intensity
L200_S5_Schoch_2008.xml,CHARACTERIZATION/XRay_Diffraction_and_Scattering/data/data,2,q (n/m),q,Scattering Vector,n/m,,Scattering Vector,Intensity (A.U.),Intensity,Intensity,A.U.,,Intensity
L200_S5_Schoch_2008.xml,PROPERTIES/Rheological/RheologicalViscosity/DynamicViscosity/data,2,Temperature (C),Temperature,Temperature,Celsius,,Temperature,viscosity (Pa-s),Viscosity,Dynamic Viscosity,Pa-s,,Dynamic Viscosity
L201_S1_Fisher_2002.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,3,Temperature (*C),Temperature,Temperature,*C,,Temperature,Storage modulus (MPa),Storage modulus,Storage Modulus,MPa,,Storage Modulus
L201_S1_Fisher_2002.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,3,Temperature (*C),Temperature,Temperature,*C,,Temperature,Loss modulus (MPa),Loss modulus,Loss Modulus,MPa,,Loss Modulus
L201_S1_Fisher_2002.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,3,log time (s),Log time,,s,,,Relaxation Spectra H(t) (Pa),Relaxation spectra h,,t) (Pa,,
L202_S10_Ganguli_2008.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,10,temperature ( C ),Temperature,Temperature,C ,,Temperature,storage modulus (MPa),Storage modulus,Storage Modulus,MPa,,Storage Modulus
L202_S10_Ganguli_2008.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,14,temperature ( C ),Temperature,Temperature,C ,,Temperature,tangent delta,tangent delta,Tan Delta,dimensionless,,Tan Delta
L202_S10_Ganguli_2008.xml,PROPERTIES/Rheological/RheologicalViscosity/DynamicViscosity/data,11,temperature ( C ),Temperature,Temperature,C ,,Temperature,viscosity ( cP ),Viscosity,Dynamic Viscosity,cP ,,Dynamic Viscosity
L202_S1_Ganguli_2008.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,1,temperature (C),Temperature,Temperature,C,,Temperature,storage modulus (MPa),Storage modulus,Storage Modulus,MPa,,Storage Modulus
L202_S1_Ganguli_2008.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,1,temperature (C),Temperature,Temperature,C,,Temperature,tangent delta,tangent delta,Tan Delta,dimensionless,,Tan Delta
L203_S10_Ma_2009.xml,PROPERTIES/Electrical/ElectricConductivity/data,16,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Conductivity (S/cm),Conductivity,Conductivity,S/cm,,Conductivity
L203_S13_Ma_2009.xml,PROPERTIES/Mechanical/Flexural/LoadingProfile,6,Flexural strain (%),Flexural strain,,%,,,Flexural stress (MPa),Flexural stress,,MPa,,
L205_S10_Tomer_2010.xml,PROPERTIES/Electrical/ElectricConductivity/data,9,frequency (Hz),Frequency,Frequency,Hz,,Frequency,comparative ac conductivity at 160 C (S/cm),Comparative ac conductivity at 160 c,,S/cm,,
L207_S1_Sadasivuni_2014.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,7,Frequency (rad/sec),Frequency,Frequency,rad/sec,,Frequency,G' (Mpa),Shear Storage Modulus,Shear Storage Modulus,Mpa,,Shear Storage Modulus
L207_S1_Sadasivuni_2014.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,7,Freq (rad/sec),Frequency,Frequency,rad/sec,,Frequency,"G"" (Mpa)",Shear loss modulus,,Mpa,,
L207_S1_Sadasivuni_2014.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,1,Temperature (C ),Temperature,Temperature,celsius,,Temperature,Loss Modulus (Mpa),Loss Modulus,Loss Modulus,MPa,,Loss Modulus
L207_S1_Sadasivuni_2014.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,27,Temperature ( C),Temperature,Temperature,celsius,,Temperature,Tan delta,Tan delta,Tan Delta,,,Tan Delta
L207_S1_Sadasivuni_2014.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,14,Strain (%),Strain,Strain,,,Strain,G',Shear Storage Modulus,Shear Storage Modulus,MPa,,Shear Storage Modulus
L207_S1_Sadasivuni_2014.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,7,Strain (%),Strain,Strain,,,Strain,"G""",Shear Loss Modulus,Shear Loss Modulus,,,Shear Loss Modulus
L207_S1_Sadasivuni_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,6,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Dielectric Loss,Dielectric Loss,Dielectric Loss Permittivity,,,Dielectric Loss Permittivity
L207_S2_Sadasivuni_2014.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,6,Temperature ( C ),Temperature,Temperature,celsius,,Temperature,Loss Modulus (Mpa),Loss Modulus,Loss Modulus,MPa,,Loss Modulus
L207_S2_Sadasivuni_2014.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,1,Temperature ( C ),Temperature,Temperature,celsius,,Temperature,Tan delta,Tan delta,Tan Delta,,,Tan Delta
L207_S2_Sadasivuni_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,1,Frequency (rad/sec),Frequency,Frequency,Hz,,Frequency,G' (Mpa),Dielectric Loss,Dielectric Loss Permittivity,,,Dielectric Loss Permittivity
L208_S1_Li_2012.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,1,strain,Strain,Strain,,,Strain,G' (Pa),Shear dynamic Storage Modulus,,Pa,,
L208_S1_Li_2012.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,11,Strain,Strain,Strain,,,Strain,G' (Pa),Shear dynamic Storage Modulus,,Pa,,
L208_S1_Li_2012.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,12,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,G' (Pa),Shear dynamic Storage Modulus,,Pa,,
L208_S1_Li_2012.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,2,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Complex Viscosity (Pa-s),Complex Viscosity,Complex Viscosity,Pa-s,,Complex Viscosity
L208_S2_Li_2012.xml,PROPERTIES/Rheological/RheologicalViscosity/DynamicViscosity/data,5,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Complex Viscosity (Pa-s),Complex Viscosity,Complex Viscosity,Pa-s,,Complex Viscosity
L208_S2_Li_2012.xml,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,5,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Complex Viscosity (Pa-s),Complex Viscosity,Complex Viscosity,Pa-s,,Complex Viscosity
L210_S1_Zhang_2014.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,6,Angular velocity (rad/s),Angular Velocity,Angular Frequency,rad/s,,Angular Frequency,Shear Storage Modulus (Pa),Shear Storage Modulus,Shear Storage Modulus,Pa,,Shear Storage Modulus
L210_S1_Zhang_2014.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,6,Angular Velocity (rad/s),Angular Velocity,Angular Frequency,rad/s,,Angular Frequency,Shear Loss Modulus (Pa),Shear Loss Modulus,Shear Loss Modulus,Pa,,Shear Loss Modulus
L210_S1_Zhang_2014.xml,PROPERTIES/Rheological/RheologicalViscosity/DynamicViscosity/data,6,Angular Velocity (rad/s),Angular Velocity,Angular Frequency,rad/s,,Angular Frequency,Complex Viscosity (Pa-s),Complex Viscosity,Complex Viscosity,Pa-s,,Complex Viscosity
L210_S3_Zhang_2014.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,28,Temperature ( C),Temperature,Temperature,celsius,,Temperature,Storage Modulus (Mpa),Storage Modulus,Storage Modulus,MPa,,Storage Modulus
L211_S14_Ash_2004.xml,PROPERTIES/Thermal/DSC_Profile/data,1,Temperature,Temperature,Temperature,C,,Temperature,Heat flow,Heat Flow,Heat Flow,mW,,Heat Flow
L211_S19_Ash_2004.xml,PROPERTIES/Thermal/DSC_Profile/data,1,Temperature,Temperature,Temperature,C,,Temperature,Heat Flow,Heat Flow,Heat Flow,mW,,Heat Flow
L211_S1_Ash_2004.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,1,Temperature,Temperature,Temperature,Celsius,,Temperature,Storage Modulus,Storage Modulus,Storage Modulus,Pa,,Storage Modulus
L211_S1_Ash_2004.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,2,Temperature,Temperature,Temperature,Celsius,,Temperature,Loss Modulus,Loss Modulus,Loss Modulus,Pa,,Loss Modulus
L211_S20_Ash_2004.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,1,Temperature,Temperature,Temperature,Celsius,,Temperature,Storage Modulus,Storage modulus,Storage Modulus,Pa,,Storage Modulus
L212_S1_Ghanbari_2012.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,6,Time (s),Time,Time,s,,Time,Complex viscosity (Pa.s),Complex viscosity,Complex Viscosity,Pa.s,,Complex Viscosity
L212_S1_Ghanbari_2012.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,6,Time (s),Time,Time,s,,Time,Storage modulus (Pa),Storage modulus,Storage Modulus,Pa,,Storage Modulus
L212_S1_Ghanbari_2012.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,6,Frequency (rad/s),Frequency,Frequency,rad/s,,Frequency,Complex viscosity (Pa.s),Complex viscosity,Complex Viscosity,Pa.s,,Complex Viscosity
L212_S1_Ghanbari_2012.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,11,Frequency (rad/s),Frequency,Frequency,rad/s,,Frequency,Storage modulus (Pa),Storage modulus,Storage Modulus,Pa,,Storage Modulus
L213_S1_Venkatesh_2011.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,1,Temperature ( C ),Temperature,Temperature,celsius,,Temperature,Loss Modulus ( Mpa),Loss Modulus,Loss Modulus,MPa,,Loss Modulus
L213_S1_Venkatesh_2011.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,13,Temperature ( C),Temperature,Temperature,celsius,,Temperature,Damping Coefficient,Damping Coefficient,Tan Delta,,,Tan Delta
L213_S2_Venkatesh_2011.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,6,Temperature ( C),Temperature,Temperature,celsius,,Temperature,Loss Modulus ( Mpa),Loss Modulus,Loss Modulus,MPa,,Loss Modulus
L213_S2_Venkatesh_2011.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,8,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Storage Modulus (Mpa),Storage Modulus,Storage Modulus,MPa,,Storage Modulus
L214_S11_Ash_2004.xml,PROPERTIES/Mechanical/Tensile/LoadingProfile,4,strain,strain,,dimensionless,,,stress (MPa),Stress,,MPa,,
L214_S14_Ash_2004.xml,PROPERTIES/Thermal/GlassTransitionTemperature/data,2,weight fraction of alumina ( log % ),Weight fraction of alumina,,log % ,,,glass transition temperature ( C ),Glass transition temperature,,C ,,
L215_S1_Schadler_2007.xml,PROPERTIES/Thermal/GlassTransitionTemperature/data,5,silica content (wt %),Silica content,,wt %,,,the change in glass-transition temperature,the change in glass-transition temperature,Glass Transition Temperature,dimensionless,,Glass Transition Temperature
L216_S12_Ansari_2009.xml,PROPERTIES/Electrical/SurfaceResistivity/data,2,Temperature ( C),Temperature,Temperature,celsius,,Temperature,Resisitivity (ohms-cm),Resistivity,,ohms-cm,,
L216_S4_Ansari_2009.xml,PROPERTIES/Electrical/SurfaceResistivity/data,3,Temperature ( C),Temperature,Temperature,celsius,,Temperature,Resistivity (ohms-cm),Resistivity,,ohms-cm,,
L217_S1_Ash_2002.xml,PROPERTIES/Mechanical/Tensile/LoadingProfile,12,Strain (mm/mm),Strain,,mm/mm,,,Stress (MPa),Stress,,MPa,,
L218_S1_Ma_2005.xml,PROPERTIES/Electrical/DielectricBreakdownStrength/WeibullParameter/data,3,Log E (kV / cm),Log e,,kV / cm,,,Log (-Ln(1-P)),Log,,-Ln(1-P,,
L220_S1_Soto-Oviedo_2006.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,5,Temperature (C),Temperature,Temperature,Celsius,,Temperature,E' (MPa),Storage modulus,Storage Modulus,MPa,,Storage Modulus
L220_S1_Soto-Oviedo_2006.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,5,Temperature (C),Temperature,Temperature,Celsius,,Temperature,"E"" (MPa)",Loss modulus,Loss Modulus,MPa,,Loss Modulus
L220_S1_Soto-Oviedo_2006.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,5,Temperature (C),Temperature,Temperature,Celsius,,Temperature,Tan delta,Loss tangent,Tan Delta,,,Tan Delta
L221_S1_Dai_2008.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,44,Temperature ( C),Temperature,Temperature,celsius,,Temperature,Tan Delta,Tan Delta,Tan Delta,,,Tan Delta
L223_S1_Goertzen_2008.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,1,Temperature ( C ),Temperature,Temperature,MPa,,Temperature,Storage Modulus (Mpa),Storage Modulus,Storage Modulus,celsius,,Storage Modulus
L223_S3_Goertzen_2008.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,2,Temperature ( C ),Temperature,Temperature,celsius,,Temperature,Storage Modulus (Mpa),Storage Modulus,Storage Modulus,MPa,,Storage Modulus
L224_S16_Petrovicova_2000.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,10,temperature/C,Temperature,Temperature,C,,Temperature,storage modulus (*10^-9 Pa),Storage modulus,Storage Modulus,*10^-9 Pa,,Storage Modulus
L224_S16_Petrovicova_2000.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,13,temperature/C,Temperature,,C,,,tangent delta,tangent delta,,dimensionless,,
L224_S1_Petrovicova_2000.xml,PROPERTIES/Mechanical/Shear/ShearModulus/data,2,crystallinity weight fraction,crystallinity weight fraction,,dimensionless,,,shear modulus G increase (%),Shear modulus g increase,,%,,
